,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
3564,male,no,no,no,63,yes,yes,fiber optic,no,yes,no,no,no,yes,one year,no,credit card (automatic),90.45,5825.5,no
3270,female,no,no,no,4,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,mailed check,100.85,399.25,no
427,female,no,yes,yes,10,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,85.95,858.6,no
196,male,no,yes,yes,24,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),24.1,587.4,no
1040,male,yes,no,no,14,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,credit card (automatic),90.45,1266.1,yes
4714,female,no,yes,yes,65,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,mailed check,90.45,5957.9,no
5256,male,no,yes,yes,52,yes,yes,fiber optic,no,no,yes,yes,no,yes,two year,yes,bank transfer (automatic),96.25,4990.25,yes
3209,female,no,no,no,1,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,93.85,93.85,yes
1854,male,yes,no,no,1,no,no phone service,dsl,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,43.3,43.3,yes
4854,male,no,yes,yes,18,no,no phone service,dsl,no,yes,yes,no,yes,no,one year,no,credit card (automatic),46.4,812.4,no
666,female,no,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,69.65,145.15,yes
5908,male,no,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.2,20.2,yes
6930,female,no,yes,no,3,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),75.15,216.75,yes
6153,male,no,yes,yes,60,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),20.95,1270.55,no
3697,female,no,yes,yes,32,yes,yes,fiber optic,yes,no,no,no,yes,no,month-to-month,no,electronic check,89.6,2901.8,no
5236,male,no,no,no,41,yes,no,fiber optic,no,yes,no,yes,yes,no,one year,yes,electronic check,89.55,3729.75,no
2872,female,no,yes,yes,42,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,22.95,1014.25,no
1484,female,yes,yes,no,71,yes,no,fiber optic,no,yes,yes,no,yes,yes,two year,yes,electronic check,99.2,7213.75,no
2937,female,no,yes,yes,64,yes,yes,fiber optic,no,yes,yes,no,no,yes,one year,yes,electronic check,92.85,5980.75,no
645,male,yes,yes,no,20,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.55,1899.65,yes
3942,male,no,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,42.9,42.9,yes
2885,male,yes,no,no,67,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),116.1,7839.85,no
4534,male,no,no,no,1,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,credit card (automatic),49.0,49.0,no
6664,female,no,no,no,36,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,bank transfer (automatic),104.8,3886.45,no
4512,female,yes,no,no,70,yes,yes,dsl,no,yes,yes,yes,yes,no,two year,yes,bank transfer (automatic),75.5,5212.65,no
2694,male,no,yes,yes,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),19.65,169.75,no
5227,male,no,no,no,7,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,96.2,639.7,no
448,male,no,yes,yes,8,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,94.75,759.55,no
7019,female,no,no,no,39,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.15,826.0,no
5836,male,no,no,no,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.15,124.4,no
4206,female,no,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),116.8,8456.75,no
5045,female,no,no,no,35,yes,yes,fiber optic,no,no,no,yes,no,no,month-to-month,no,credit card (automatic),80.05,2835.9,no
2286,male,yes,yes,no,8,yes,no,dsl,no,no,yes,yes,no,yes,month-to-month,yes,credit card (automatic),64.4,581.7,no
3728,male,no,no,no,67,yes,yes,dsl,yes,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),88.8,5903.15,no
3077,male,no,yes,no,45,yes,no,dsl,yes,no,yes,no,no,no,two year,no,credit card (automatic),53.3,2296.25,no
3453,female,no,yes,no,70,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,97.65,6982.5,no
2484,male,no,yes,yes,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.5,255.5,no
1404,female,no,no,no,35,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),23.3,797.1,no
2242,male,no,yes,yes,44,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,24.85,1013.6,no
5880,male,no,no,no,3,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,29.6,79.45,yes
2498,male,no,yes,no,27,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,yes,electronic check,53.8,1389.85,no
1048,male,no,no,no,29,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,19.8,572.2,no
4237,male,no,no,no,5,yes,no,dsl,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,70.05,346.4,yes
1795,female,no,yes,no,19,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,no,mailed check,89.65,1761.05,yes
6650,female,no,no,no,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.2,123.65,no
3338,female,no,no,no,12,yes,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,yes,electronic check,89.4,1095.65,yes
1122,female,no,no,no,19,no,no phone service,dsl,no,no,no,no,yes,yes,one year,yes,credit card (automatic),44.85,893.55,yes
109,male,no,yes,yes,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.4,1363.25,no
357,male,no,yes,no,64,yes,yes,fiber optic,no,yes,no,yes,yes,yes,two year,yes,electronic check,105.25,6823.4,no
3543,male,no,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,two year,no,bank transfer (automatic),105.6,7581.5,no
4078,male,no,yes,yes,22,yes,no,dsl,yes,no,yes,yes,yes,no,one year,yes,bank transfer (automatic),67.5,1544.05,yes
2134,female,no,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.15,20.15,no
2543,male,no,no,no,13,yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,no,mailed check,98.15,1230.25,yes
1479,female,no,no,no,44,no,no phone service,dsl,no,no,yes,no,yes,yes,one year,yes,electronic check,49.05,2265.0,no
5620,male,no,yes,no,72,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,yes,bank transfer (automatic),104.8,7470.1,no
6379,male,no,no,no,10,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),80.7,788.8,yes
5460,male,no,yes,no,34,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.05,679.0,no
5390,male,yes,no,no,12,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,99.45,1200.15,yes
1519,female,no,no,no,2,no,no phone service,dsl,yes,yes,no,no,no,yes,month-to-month,yes,electronic check,42.6,72.4,yes
2203,male,no,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,one year,yes,credit card (automatic),104.9,7537.5,no
4274,male,no,no,no,45,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),18.85,867.3,no
50,female,yes,no,no,43,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,90.25,3838.75,no
1037,female,no,no,no,13,no,no phone service,dsl,no,no,yes,no,yes,yes,month-to-month,no,electronic check,49.15,649.4,no
572,female,no,no,no,11,yes,no,dsl,no,no,yes,yes,no,yes,one year,no,credit card (automatic),64.9,697.25,no
2432,female,yes,yes,no,50,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,25.2,1306.3,no
5162,male,no,no,yes,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),19.45,159.2,no
4346,female,no,yes,no,42,yes,yes,dsl,yes,yes,no,yes,no,no,month-to-month,yes,credit card (automatic),66.4,2727.8,no
3993,female,no,no,yes,70,yes,yes,dsl,yes,yes,no,yes,no,no,two year,no,electronic check,66.0,4891.5,no
4670,female,no,yes,yes,46,no,no phone service,dsl,yes,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),35.05,1620.25,no
3190,male,no,yes,yes,66,no,no phone service,dsl,no,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),54.65,3632.0,no
2190,male,no,yes,no,71,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,no,credit card (automatic),84.2,5956.85,no
11,male,no,no,no,16,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),18.95,326.8,no
6289,male,no,no,no,67,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),116.2,7752.3,yes
6245,female,no,yes,no,59,yes,yes,dsl,no,yes,no,yes,yes,yes,one year,yes,electronic check,80.1,4693.2,no
3347,male,no,yes,yes,23,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.9,454.0,no
3554,female,no,no,yes,7,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,71.05,472.65,no
4074,male,yes,yes,no,58,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,98.7,5812.6,yes
4956,female,yes,no,no,8,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,credit card (automatic),94.45,742.95,yes
3532,female,no,no,no,15,yes,no,dsl,no,no,yes,no,no,yes,month-to-month,yes,electronic check,59.45,892.65,yes
5405,male,no,no,yes,34,yes,yes,fiber optic,yes,yes,no,no,yes,yes,one year,yes,electronic check,103.8,3470.8,no
995,female,no,no,no,35,yes,yes,fiber optic,no,yes,no,yes,no,no,month-to-month,no,credit card (automatic),85.3,2917.5,yes
4883,male,yes,no,no,8,no,no phone service,dsl,no,no,yes,no,no,no,month-to-month,yes,electronic check,29.4,221.9,yes
2336,male,no,yes,no,17,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),70.4,1214.05,yes
5970,male,no,yes,no,5,yes,yes,fiber optic,yes,no,no,no,no,yes,month-to-month,yes,electronic check,89.15,413.25,no
235,male,no,no,no,2,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,54.4,114.1,yes
553,female,no,yes,yes,23,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),25.6,514.75,no
2136,male,no,no,yes,15,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,91.0,1430.05,no
3590,female,no,yes,no,50,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),19.85,943.1,no
1375,female,no,yes,yes,39,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),19.85,854.8,no
5156,male,no,no,no,17,yes,no,dsl,yes,yes,no,no,no,no,one year,no,mailed check,56.1,946.95,no
3028,male,no,no,no,5,no,no phone service,dsl,yes,yes,yes,yes,no,no,month-to-month,yes,mailed check,43.25,219.0,yes
1110,male,no,no,no,60,no,no phone service,dsl,yes,yes,yes,no,no,no,two year,no,bank transfer (automatic),39.6,2424.5,no
3045,female,no,yes,no,48,yes,no,dsl,no,yes,yes,no,no,yes,one year,yes,electronic check,65.65,3094.65,no
1016,male,no,yes,no,71,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,yes,mailed check,80.1,5585.4,no
3151,male,no,yes,yes,15,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,mailed check,75.1,1151.55,no
336,female,no,no,no,43,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,yes,electronic check,104.6,4759.85,yes
5339,male,no,yes,yes,30,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,no,electronic check,85.45,2509.95,no
935,female,yes,yes,no,4,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,83.25,308.05,no
6532,female,yes,no,no,18,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),20.35,369.6,no
5700,male,yes,yes,no,29,yes,yes,fiber optic,no,no,no,yes,no,no,month-to-month,yes,electronic check,79.3,2414.55,no
3158,male,no,yes,no,18,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,mailed check,49.55,878.35,yes
6505,male,no,yes,yes,56,yes,no,dsl,yes,yes,yes,no,no,no,two year,yes,bank transfer (automatic),59.8,3457.45,no
5655,male,no,no,no,65,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),25.1,1725.0,no
737,male,no,yes,no,70,yes,no,fiber optic,yes,yes,yes,yes,no,yes,two year,no,credit card (automatic),101.0,7085.5,no
4522,male,no,yes,no,30,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),20.7,587.1,no
6397,male,yes,no,no,54,yes,no,dsl,no,no,yes,yes,no,yes,one year,no,bank transfer (automatic),65.25,3529.95,no
1907,female,no,no,no,7,yes,no,dsl,yes,yes,no,yes,yes,yes,month-to-month,yes,electronic check,78.5,571.05,no
1178,male,no,no,no,15,yes,no,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,101.35,1553.95,yes
398,male,yes,no,no,33,no,no phone service,dsl,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,54.6,1803.7,no
3567,female,no,yes,yes,14,yes,no,fiber optic,no,yes,no,yes,no,yes,month-to-month,yes,credit card (automatic),89.65,1208.35,yes
6233,male,no,no,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.7,57.5,no
2526,male,no,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.4,19.4,yes
621,female,no,no,no,62,yes,yes,fiber optic,yes,yes,yes,no,no,no,one year,yes,electronic check,92.05,5755.8,no
2614,female,no,yes,yes,67,yes,yes,fiber optic,yes,no,no,yes,no,yes,one year,yes,credit card (automatic),94.35,6341.45,yes
3336,female,no,yes,yes,55,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.3,1079.05,no
5459,female,no,yes,yes,10,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,88.85,929.45,no
6622,male,no,no,no,2,yes,yes,dsl,no,no,no,no,no,yes,month-to-month,no,bank transfer (automatic),62.05,118.3,yes
5954,male,no,no,no,20,no,no phone service,dsl,yes,yes,yes,yes,yes,no,month-to-month,yes,credit card (automatic),55.0,1165.55,no
4197,female,no,no,yes,22,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,84.75,1816.75,no
1052,female,no,no,no,40,yes,yes,dsl,no,no,yes,yes,yes,yes,one year,yes,mailed check,80.75,3208.65,no
1107,female,no,yes,no,69,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),24.25,1641.8,no
408,female,no,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.9,19.9,yes
5868,female,no,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,44.0,44.0,no
6668,female,no,no,no,38,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,103.65,3988.5,no
6597,female,no,no,no,7,yes,no,dsl,no,no,no,yes,yes,yes,month-to-month,yes,credit card (automatic),70.75,450.8,yes
4238,male,no,yes,yes,57,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.4,1061.6,no
3619,female,no,yes,yes,72,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),85.3,6129.2,no
3131,female,yes,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,no,bank transfer (automatic),78.45,5682.25,no
4620,male,no,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),115.8,8332.15,no
1005,female,yes,yes,no,53,yes,yes,fiber optic,no,no,no,no,yes,yes,one year,yes,credit card (automatic),95.85,5016.25,no
1798,male,no,no,no,35,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),26.2,954.9,no
4781,male,no,no,no,53,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.5,1050.5,no
3808,female,no,yes,yes,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.3,54.7,no
6247,male,no,no,no,60,yes,yes,fiber optic,no,no,yes,no,yes,no,two year,yes,electronic check,89.55,5231.2,no
4195,female,yes,no,no,45,yes,yes,dsl,yes,no,no,yes,no,yes,month-to-month,yes,electronic check,70.05,3062.45,no
3843,male,yes,yes,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,70.85,70.85,yes
5768,male,no,yes,no,44,yes,no,fiber optic,no,no,no,no,yes,yes,one year,yes,bank transfer (automatic),90.65,3974.15,no
4258,female,yes,yes,no,43,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,one year,yes,mailed check,109.55,4830.25,yes
2383,male,no,yes,yes,21,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,26.05,565.75,no
4811,female,no,no,no,4,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,46.0,193.6,yes
5254,male,no,yes,yes,70,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),114.75,7842.3,no
1487,female,no,no,no,56,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,106.8,5914.4,no
6929,female,no,no,yes,25,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),20.05,471.7,no
201,female,no,no,no,14,yes,no,fiber optic,no,yes,no,yes,no,no,month-to-month,yes,credit card (automatic),80.05,1112.3,no
4578,female,no,no,no,10,yes,no,dsl,no,no,no,yes,no,yes,month-to-month,yes,mailed check,60.95,629.55,no
4055,male,no,no,no,54,no,no phone service,dsl,yes,yes,no,no,no,yes,two year,no,bank transfer (automatic),46.2,2431.95,no
6587,male,yes,no,no,64,yes,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),103.5,6548.65,no
5675,male,no,no,no,3,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,69.6,207.4,no
5300,female,no,yes,yes,1,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,mailed check,80.05,80.05,yes
5473,male,no,yes,yes,20,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,electronic check,49.6,939.8,no
6521,female,no,yes,yes,18,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,25.1,428.45,no
6051,male,no,no,no,16,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.0,275.7,no
1638,female,no,yes,yes,68,yes,yes,fiber optic,no,yes,yes,no,no,no,two year,yes,credit card (automatic),84.4,5746.75,no
5055,female,yes,yes,no,53,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),25.1,1275.6,no
7010,female,yes,yes,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.45,74.45,yes
6462,male,no,no,no,2,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,no,electronic check,95.65,167.3,yes
3566,female,no,no,yes,53,yes,yes,dsl,no,yes,yes,yes,yes,yes,one year,yes,electronic check,84.6,4449.75,no
2113,male,no,yes,yes,45,yes,yes,fiber optic,no,yes,yes,no,no,yes,one year,yes,credit card (automatic),95.0,4368.85,no
57,male,yes,yes,yes,66,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,electronic check,108.45,7076.35,no
275,male,no,yes,no,5,yes,yes,fiber optic,no,yes,no,yes,no,no,month-to-month,yes,electronic check,85.4,401.1,yes
2026,male,yes,no,no,71,yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,no,bank transfer (automatic),105.75,7382.85,no
3242,male,no,no,yes,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.45,106.9,no
3379,female,no,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.3,44.4,no
781,female,no,yes,yes,5,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,44.8,220.45,no
508,female,no,yes,yes,6,yes,yes,fiber optic,no,no,no,yes,no,no,month-to-month,yes,electronic check,80.5,502.85,yes
3620,male,yes,yes,no,33,no,no phone service,dsl,no,yes,yes,yes,yes,no,month-to-month,yes,electronic check,50.0,1750.85,no
2446,female,no,no,no,18,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,credit card (automatic),90.0,1527.35,yes
3293,female,no,no,no,5,yes,yes,dsl,no,yes,no,no,no,yes,month-to-month,yes,electronic check,64.0,370.25,no
3695,female,no,yes,yes,32,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,98.85,3089.6,no
2455,female,no,no,no,5,yes,no,fiber optic,no,yes,no,yes,no,yes,month-to-month,yes,electronic check,89.35,461.7,yes
5884,male,yes,yes,no,46,no,no phone service,dsl,no,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),59.9,2816.65,yes
4242,female,no,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.75,19.75,no
4628,female,no,yes,no,12,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,no,bank transfer (automatic),54.2,690.5,no
3756,male,no,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,24.45,24.45,yes
5659,male,no,no,no,63,yes,yes,dsl,yes,no,yes,yes,no,yes,two year,yes,bank transfer (automatic),71.9,4479.2,no
6633,female,no,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.5,74.5,yes
6213,female,no,yes,yes,19,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.15,387.7,no
4681,male,yes,no,no,9,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,83.85,790.15,yes
2468,male,no,yes,no,4,no,no phone service,dsl,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,48.55,201.0,yes
6415,female,no,yes,no,58,no,no phone service,dsl,yes,yes,no,no,yes,no,one year,yes,electronic check,45.35,2540.1,no
1576,female,yes,yes,no,68,yes,no,dsl,no,yes,yes,yes,no,no,one year,yes,bank transfer (automatic),60.65,3975.9,no
2277,male,no,no,no,65,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,109.15,6941.2,yes
2247,female,no,no,no,40,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.65,830.25,no
5709,female,no,no,no,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.3,228.75,no
3295,female,no,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,no,two year,no,bank transfer (automatic),80.2,5714.2,no
516,female,no,no,no,28,yes,no,dsl,yes,no,no,yes,no,no,one year,no,mailed check,54.3,1546.3,no
5104,female,no,yes,no,18,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.1,370.5,no
673,male,no,no,no,22,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),24.85,493.4,no
5545,male,yes,yes,no,21,yes,no,fiber optic,no,no,yes,no,yes,no,month-to-month,no,bank transfer (automatic),86.55,1857.25,no
1032,female,yes,no,no,8,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,92.1,729.95,yes
3744,male,no,no,no,26,yes,no,fiber optic,no,yes,no,no,no,no,one year,no,bank transfer (automatic),75.5,2018.1,no
4686,female,yes,no,no,72,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,two year,yes,bank transfer (automatic),107.4,7748.75,no
1773,female,no,yes,yes,68,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),19.35,1292.65,no
2023,female,yes,yes,no,5,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,81.0,371.65,yes
1954,male,no,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.45,75.45,yes
1506,male,no,yes,no,68,no,no phone service,dsl,yes,no,yes,no,yes,yes,two year,yes,bank transfer (automatic),54.1,3794.5,no
1235,male,yes,yes,no,61,yes,yes,fiber optic,no,yes,yes,yes,yes,no,one year,yes,mailed check,98.3,6066.55,no
643,female,yes,no,no,49,yes,no,fiber optic,no,yes,yes,no,no,yes,one year,yes,bank transfer (automatic),89.85,4287.2,no
6793,male,no,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,credit card (automatic),108.4,7767.25,no
1655,female,no,yes,yes,3,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,44.3,134.5,yes
4072,male,yes,no,no,9,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,79.55,718.55,no
98,male,no,no,no,52,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),21.0,1107.2,no
5238,female,no,yes,no,33,yes,no,dsl,no,yes,no,yes,no,no,one year,yes,credit card (automatic),53.75,1857.3,no
5438,male,no,yes,no,9,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,79.9,741.7,yes
6693,female,no,no,no,25,no,no phone service,dsl,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,48.25,1293.8,no
2102,male,no,no,yes,18,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,credit card (automatic),80.55,1406.65,no
4582,male,no,yes,yes,70,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),90.15,6237.05,no
